Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.36
2017,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.37
2018,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.31
2019,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.28
2020,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.34
2021,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.4
2022,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_A01_A0210_A0322,USD_PER_M3,2025-03-21T00:00:00,2018-2022,0.49
2000,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,156.73
2001,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,137.2
2002,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,127.75
2003,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,117.71
2004,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,128.07
2005,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,156.25
2006,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,166.26
2007,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,201.1
2008,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,219.6
2009,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,160.86
2010,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,201.56
2011,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,223.83
2012,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,246.95
2013,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,242.61
2014,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,220.02
2015,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,200.89
2016,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,198.8
2017,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,196.84
2018,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,220.81
2019,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,227.43
2020,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,196.21
2021,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,208.85
2022,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_BTFXE,USD_PER_M3,2025-03-21T00:00:00,2018-2022,202.18
2000,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,34.12
2001,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,39.37
2002,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,65.88
2003,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,70.34
2004,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,72.66
2005,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,70.23
2006,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,82.65
2007,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,88.61
2008,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,96.23
2009,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,138.22
2010,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,123.79
2011,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,119.2
2012,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,131.03
2013,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,148.66
2014,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,170.27
2015,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,178.81
2016,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,168.38
2017,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,167.08
2018,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,152.72
2019,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,148.11
2020,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,147.63
2021,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,138.95
2022,A,0,Food and Agriculture Organisation of United Nations (FAO),ER_H2O_WUEYST,24,ISIC4_GTT,USD_PER_M3,2025-03-21T00:00:00,2018-2022,142.96
