Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2012,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,17.19
2013,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,20.22
2014,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,21.59
2015,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,22.24
2016,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,20.29
2017,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,18.78
2018,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,18.58
2019,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,20.59
2020,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,15.1
2021,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,20.25
2022,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,None,T,2025-02-19T00:00:00,2022,,21.58
2000,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.49
2001,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.48
2002,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.66
2003,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.67
2004,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.94
2005,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.6
2006,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.73
2007,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,2.01
2008,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.76
2009,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.79
2010,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.91
2011,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.95
2012,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.78
2013,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.06
2014,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,0.87
2015,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.72
2016,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.97
2017,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.04
2018,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.62
2019,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.16
2020,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,0.88
2021,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.06
2022,A,6,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2,24,ISIC4_C10T32X19,T,2025-02-19T00:00:00,2022,,1.42
2000,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.042
2001,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.044
2002,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.042
2003,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.052
2004,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.051
2005,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.035
2006,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.042
2007,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.045
2008,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.049
2009,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.057
2010,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.055
2011,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.057
2012,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.059
2013,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.066
2014,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.068
2015,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.069
2016,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.064
2017,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.06
2018,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.059
2019,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.066
2020,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.05
2021,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.066
2022,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,24,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.068
2000,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.806
2001,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.743
2002,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.767
2003,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.745
2004,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.74
2005,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.563
2006,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.416
2007,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.455
2008,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.388
2009,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.38
2010,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.368
2011,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.345
2012,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.288
2013,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.161
2014,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.148
2015,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.26
2016,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.267
2017,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.139
2018,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.216
2019,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.163
2020,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.12
2021,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.144
2022,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,24,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.188
